62	62	2
62	63	7
62	104	4
62	458	3
63	117	3
63	104	3
63	116	3
64	100	6
68	63	7
69	104	2
95	95	37
95	104	19
95	63	7
97	62	2
99	63	7
101	66	1
101	104	3
102	63	3
104	453	2
104	476	1
104	65	2
104	117	5
104	63	1
104	454	1
104	64	1
104	116	8
105	104	3
114	114	17
114	115	5
114	116	7
114	117	1
114	119	2
114	104	9
115	104	1
116	117	2
116	115	1
116	104	3
116	464	1
117	115	3
117	100	3
117	116	3
239	363	1
239	104	1
241	62	1
241	458	6
241	461	1
242	239	1
242	363	1
243	460	3
243	450	1
256	117	1
256	255	2
257	441	4
257	331	3
257	100	1
257	104	1
257	458	6
258	441	1
264	441	1
266	399	1
280	280	4
280	281	1
280	407	1
280	284	1
280	104	3
280	241	1
286	453	1
286	476	2
286	456	2
286	450	1
286	475	1
289	441	1
291	62	1
291	458	3
291	461	1
292	460	3
292	450	1
294	449	2
294	450	2
295	462	1
295	528	2
297	297	1
299	299	4
300	441	3
300	448	2
300	309	3
300	314	1
300	313	1
309	104	10
309	309	7
309	117	1
309	314	2
309	313	3
310	441	2
310	443	2
310	104	1
310	458	2
312	456	2
312	450	1
312	312	1
312	309	1
312	71	2
312	475	1
312	441	4
316	401	1
321	322	2
322	322	6
322	321	3
325	325	2
329	462	1
329	528	4
329	351	4
330	448	1
330	441	2
330	443	2
330	458	2
330	461	1
331	458	16
331	461	2
332	117	2
343	343	32
343	458	15
343	461	5
343	441	2
344	345	2
344	104	2
345	117	2
347	117	2
348	117	1
351	351	5
353	460	5
353	450	1
353	71	1
359	117	2
359	359	2
360	441	1
362	362	3
362	64	1
362	461	2
362	458	2
363	461	4
363	458	3
367	367	2
367	368	1
367	104	1
368	63	7
372	372	10
381	381	2
381	441	3
381	387	4
381	475	2
381	458	3
383	475	1
383	458	1
384	117	1
384	383	2
387	475	1
387	383	1
387	458	8
387	461	1
390	450	1
395	395	5
395	62	1
395	450	1
395	458	3
395	461	1
398	104	1
398	510	1
398	398	2
400	117	2
401	476	1
401	450	1
404	100	1
404	104	1
404	404	3
407	456	2
407	450	1
408	462	3
408	528	2
411	411	3
411	476	1
411	409	2
411	458	3
411	461	1
413	462	2
413	450	1
413	528	9
413	73	1
413	413	1
413	71	1
441	441	6
441	458	1
443	441	7
443	443	2
443	448	1
443	104	1
443	458	3
444	104	1
444	64	3
444	461	2
448	458	1
448	448	1
449	104	3
449	461	1
450	460	6
450	104	4
450	73	1
450	71	1
450	461	1
453	453	4
454	453	2
456	456	2
456	104	2
456	475	1
456	458	3
456	461	2
458	458	3
458	450	1
458	104	9
458	461	1
460	460	7
460	104	9
460	461	1
461	104	1
462	104	1
462	71	1
464	115	2
476	454	6
488	487	2
489	487	1
490	117	2
490	475	2
493	493	2
493	63	7
497	499	1
497	498	1
509	508	2
509	506	1
510	508	1
510	506	1
521	529	4
522	529	1
522	526	1
524	529	5
525	529	1
525	526	1
526	529	3
528	525	5
528	527	8
