50	49	1
52	53	2
59	60	1
85	84	1
86	338	1
86	85	1
86	100	3
90	89	1
91	338	1
91	90	1
91	100	3
92	338	2
92	100	2
97	63	1
97	338	1
97	100	3
98	338	1
98	100	3
100	101	2
101	99	2
141	59	2
142	232	2
143	144	1
143	145	1
144	156	1
148	154	1
149	232	1
149	150	1
149	143	1
149	151	1
154	153	2
156	392	1
158	173	2
158	232	6
159	173	2
159	144	3
159	145	3
160	173	3
160	156	3
161	173	2
162	173	2
162	143	1
163	173	2
163	154	3
163	143	1
164	173	2
164	232	3
164	150	3
164	143	3
164	151	3
165	173	2
166	173	2
166	152	2
167	173	2
168	171	2
169	171	2
170	171	2
171	173	3
171	153	4
172	173	4
173	174	4
173	152	2
173	144	2
173	150	2
173	151	2
173	148	3
173	232	1
173	147	3
173	154	3
173	142	1
173	145	2
173	143	4
173	156	2
174	152	1
174	144	1
174	59	1
174	155	3
174	150	1
174	151	1
174	148	11
174	173	1
174	147	10
174	154	3
174	142	1
174	145	1
174	143	1
174	270	1
174	156	2
175	143	2
175	149	1
205	209	1
205	211	1
214	392	2
230	228	2
230	226	2
230	223	2
230	224	2
230	227	2
230	229	2
232	212	2
232	291	1
232	209	1
232	230	2
232	205	2
232	148	2
232	203	2
232	214	2
232	211	1
232	201	2
232	392	1
232	204	2
232	213	2
232	215	2
232	270	3
252	291	5
253	291	3
254	291	3
255	232	1
255	291	6
255	338	2
256	291	5
256	228	1
256	223	1
256	227	1
256	229	1
257	291	5
257	214	1
257	338	3
258	291	3
259	291	5
260	291	5
261	291	3
262	291	6
263	291	3
264	291	3
265	291	3
267	270	1
268	291	5
268	270	4
270	291	8
271	232	1
285	286	2
291	293	2
314	462	1
314	338	2
314	392	1
314	465	1
314	331	1
315	331	7
329	330	2
330	331	2
331	314	4
331	323	2
331	338	9
331	51	1
331	392	3
333	334	2
335	52	2
336	232	2
336	462	1
336	317	2
336	335	2
336	392	3
336	465	1
338	316	1
339	63	1
339	338	2
363	389	2
363	338	4
364	389	1
364	338	2
365	389	1
365	338	2
366	389	1
366	338	2
367	389	1
367	338	2
368	389	1
368	338	2
369	389	1
369	338	2
371	389	1
371	338	2
372	476	2
373	389	1
373	338	2
374	389	1
374	338	2
375	389	1
375	338	2
376	389	1
376	338	2
389	338	4
389	393	2
392	389	3
392	338	4
393	389	2
393	338	6
431	51	2
434	438	1
435	438	1
436	438	1
447	476	1
457	338	1
457	463	2
458	338	1
458	463	2
459	338	1
459	463	2
460	338	1
460	463	2
461	338	1
461	463	2
462	338	2
462	463	2
462	465	3
465	338	2
465	463	2
469	52	2
473	476	1
475	441	1
477	476	1
